,Unnamed: 0,Datetime,Home Team Initials,Away Team Initials,Winner,Home Rank,Away Rank,Host Country,Is Home Host?,Is Away Host?,Rank Change Away,Rank Change Home,Home UEFA,Home CONMEBOL,Home CAF,Home AFC,Home CONCACAF,Home OFC,Away UEFA,Away CONMEBOL,Away CAF,Away AFC,Away CONCACAF,Away OFC
191,191,2006-06-13,KOR,TOG,Home,29,61,GER,0,0,-2,1,0,0,0,1,0,0,0,0,1,0,0,0
192,192,2006-06-13,FRA,SUI,tie,8,35,GER,0,0,0,-1,1,0,0,0,0,0,1,0,0,0,0,0
193,193,2006-06-13,BRA,CRO,Home,1,23,GER,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0
194,194,2006-06-14,ESP,UKR,Home,5,45,GER,0,0,-4,0,1,0,0,0,0,0,1,0,0,0,0,0
195,195,2006-06-14,TUN,KSA,tie,21,34,GER,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
196,196,2006-06-14,GER,POL,Home,19,29,GER,1,0,-1,0,1,0,0,0,0,0,1,0,0,0,0,0
197,197,2006-06-15,ECU,CRC,Home,39,26,GER,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
198,198,2006-06-15,ENG,TRI,Home,10,47,GER,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
199,199,2006-06-15,SWE,PAR,Home,16,33,GER,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
200,200,2006-06-16,ARG,SCG,Home,9,44,GER,0,0,2,-1,0,1,0,0,0,0,1,0,0,0,0,0
201,201,2006-06-16,NED,CIV,Home,3,32,GER,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
202,202,2006-06-16,MEX,ANG,tie,4,57,GER,0,0,1,2,0,0,0,0,1,0,0,0,1,0,0,0
203,203,2006-06-17,POR,IRN,Home,7,23,GER,0,0,-1,1,1,0,0,0,0,0,0,0,0,1,0,0
204,204,2006-06-17,CZE,GHA,Away,2,48,GER,0,0,2,0,1,0,0,0,0,0,0,0,1,0,0,0
205,205,2006-06-17,ITA,USA,tie,13,5,GER,0,0,-1,1,1,0,0,0,0,0,0,0,0,0,1,0
206,206,2006-06-18,JPN,CRO,tie,18,23,GER,0,0,1,-1,0,0,0,1,0,0,1,0,0,0,0,0
207,207,2006-06-18,BRA,AUS,Home,1,42,GER,0,0,2,0,0,1,0,0,0,0,0,0,0,1,0,0
208,208,2006-06-18,FRA,KOR,tie,8,29,GER,0,0,1,-1,1,0,0,0,0,0,0,0,0,1,0,0
209,209,2006-06-19,TOG,SUI,Away,61,35,GER,0,0,0,-2,0,0,1,0,0,0,1,0,0,0,0,0
210,210,2006-06-19,KSA,UKR,Away,34,45,GER,0,0,-4,0,0,0,0,1,0,0,1,0,0,0,0,0
211,211,2006-06-19,ESP,TUN,Home,5,21,GER,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
212,212,2006-06-20,ECU,GER,Away,39,19,GER,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0
213,213,2006-06-20,CRC,POL,Away,26,29,GER,0,0,-1,0,0,0,0,0,1,0,1,0,0,0,0,0
214,214,2006-06-20,SWE,ENG,tie,16,10,GER,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
215,215,2006-06-20,PAR,TRI,Home,33,47,GER,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
216,216,2006-06-21,IRN,ANG,tie,23,57,GER,0,0,1,-1,0,0,0,1,0,0,0,0,1,0,0,0
217,217,2006-06-21,POR,MEX,Home,7,4,GER,0,0,2,1,1,0,0,0,0,0,0,0,0,0,1,0
218,218,2006-06-21,NED,ARG,tie,3,9,GER,0,0,-1,0,1,0,0,0,0,0,0,1,0,0,0,0
219,219,2006-06-21,CIV,SCG,Home,32,44,GER,0,0,2,0,0,0,1,0,0,0,1,0,0,0,0,0
220,220,2006-06-22,CZE,ITA,Away,2,13,GER,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0
221,221,2006-06-22,GHA,USA,Home,48,5,GER,0,0,-1,2,0,0,1,0,0,0,0,0,0,0,1,0
222,222,2006-06-22,JPN,BRA,Away,18,1,GER,0,0,0,-1,0,0,0,1,0,0,0,1,0,0,0,0
223,223,2006-06-22,CRO,AUS,tie,23,42,GER,0,0,2,1,1,0,0,0,0,0,0,0,0,1,0,0
224,224,2006-06-23,UKR,TUN,Home,45,21,GER,0,0,0,-4,1,0,0,0,0,0,0,0,1,0,0,0
225,225,2006-06-23,KSA,ESP,Away,34,5,GER,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
226,226,2006-06-23,TOG,FRA,Away,61,8,GER,0,0,-1,-2,0,0,1,0,0,0,1,0,0,0,0,0
227,227,2006-06-23,SUI,KOR,Home,35,29,GER,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
228,228,2006-06-24,GER,SWE,Home,19,16,GER,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
229,229,2006-06-24,ARG,MEX,Home,9,4,GER,0,0,2,-1,0,1,0,0,0,0,0,0,0,0,1,0
230,230,2006-06-25,ENG,ECU,Home,10,39,GER,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
231,231,2006-06-25,POR,NED,Home,7,3,GER,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0
232,232,2006-06-26,ITA,AUS,Home,13,42,GER,0,0,2,1,1,0,0,0,0,0,0,0,0,1,0,0
233,233,2006-06-26,SUI,UKR,tie,35,45,GER,0,0,-4,0,1,0,0,0,0,0,1,0,0,0,0,0
234,234,2006-06-27,BRA,GHA,Home,1,48,GER,0,0,2,0,0,1,0,0,0,0,0,0,1,0,0,0
235,235,2006-06-27,ESP,FRA,Away,5,8,GER,0,0,-1,0,1,0,0,0,0,0,1,0,0,0,0,0
236,236,2006-06-30,GER,ARG,tie,19,9,GER,1,0,-1,0,1,0,0,0,0,0,0,1,0,0,0,0
237,237,2006-06-30,ITA,UKR,Home,13,45,GER,0,0,-4,1,1,0,0,0,0,0,1,0,0,0,0,0
238,238,2006-07-01,ENG,POR,tie,10,7,GER,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0
239,239,2006-07-01,BRA,FRA,Away,1,8,GER,0,0,-1,0,0,1,0,0,0,0,1,0,0,0,0,0
240,240,2006-07-04,GER,ITA,Away,19,13,GER,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0
241,241,2006-07-05,POR,FRA,Away,7,8,GER,0,0,-1,1,1,0,0,0,0,0,1,0,0,0,0,0
242,242,2006-07-08,GER,POR,Home,19,7,GER,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0
243,243,2006-07-09,ITA,FRA,tie,13,8,GER,0,0,-1,1,1,0,0,0,0,0,1,0,0,0,0,0
244,244,2010-06-11,RSA,MEX,tie,83,17,RSA,1,0,0,7,0,0,1,0,0,0,0,0,0,0,1,0
245,245,2010-06-11,URU,FRA,tie,16,9,RSA,0,0,1,2,0,1,0,0,0,0,1,0,0,0,0,0
246,246,2010-06-12,KOR,GRE,Home,47,13,RSA,0,0,-1,0,0,0,0,1,0,0,1,0,0,0,0,0
247,247,2010-06-12,ARG,NGA,Home,7,21,RSA,0,0,-1,0,0,1,0,0,0,0,0,0,1,0,0,0
248,248,2010-06-12,ENG,USA,tie,8,14,RSA,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
249,249,2010-06-13,ALG,SVN,Away,30,25,RSA,0,0,-2,1,0,0,1,0,0,0,1,0,0,0,0,0
250,250,2010-06-13,SRB,GHA,Away,15,32,RSA,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0
251,251,2010-06-13,GER,AUS,Home,6,20,RSA,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
252,252,2010-06-14,NED,DEN,Home,4,36,RSA,0,0,-1,0,1,0,0,0,0,0,1,0,0,0,0,0
253,253,2010-06-14,JPN,CMR,Home,45,19,RSA,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
254,254,2010-06-14,ITA,PAR,tie,5,31,RSA,0,0,-1,0,1,0,0,0,0,0,0,1,0,0,0,0
255,255,2010-06-15,NZL,SVK,tie,78,34,RSA,0,0,4,0,0,0,0,0,0,1,1,0,0,0,0,0
256,256,2010-06-15,CIV,POR,tie,27,3,RSA,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
257,257,2010-06-15,BRA,PRK,Home,1,105,RSA,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0
258,258,2010-06-16,HON,CHI,Away,38,18,RSA,0,0,-3,2,0,0,0,0,1,0,0,1,0,0,0,0
259,259,2010-06-16,ESP,SUI,Away,2,24,RSA,0,0,2,0,1,0,0,0,0,0,1,0,0,0,0,0
260,260,2010-06-16,RSA,URU,Away,83,16,RSA,1,0,2,7,0,0,1,0,0,0,0,1,0,0,0,0
261,261,2010-06-17,ARG,KOR,Home,7,47,RSA,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
262,262,2010-06-17,GRE,NGA,Home,13,21,RSA,0,0,-1,-1,1,0,0,0,0,0,0,0,1,0,0,0
263,263,2010-06-17,FRA,MEX,Away,9,17,RSA,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0
264,264,2010-06-18,GER,SRB,Away,6,15,RSA,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0
265,265,2010-06-18,SVN,USA,tie,25,14,RSA,0,0,0,-2,1,0,0,0,0,0,0,0,0,0,1,0
266,266,2010-06-18,ENG,ALG,tie,8,30,RSA,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0
267,267,2010-06-19,NED,JPN,Home,4,45,RSA,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
268,268,2010-06-19,GHA,AUS,tie,32,20,RSA,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
269,269,2010-06-19,CMR,DEN,Away,19,36,RSA,0,0,-1,0,0,0,1,0,0,0,1,0,0,0,0,0
270,270,2010-06-20,SVK,PAR,Away,34,31,RSA,0,0,-1,4,1,0,0,0,0,0,0,1,0,0,0,0
271,271,2010-06-20,ITA,NZL,tie,5,78,RSA,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
272,272,2010-06-20,BRA,CIV,Home,1,27,RSA,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
273,273,2010-06-21,POR,PRK,Home,3,105,RSA,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
274,274,2010-06-21,CHI,SUI,Home,18,24,RSA,0,0,2,-3,0,1,0,0,0,0,1,0,0,0,0,0
275,275,2010-06-21,ESP,HON,Home,2,38,RSA,0,0,2,0,1,0,0,0,0,0,0,0,0,0,1,0
276,276,2010-06-22,MEX,URU,Away,17,16,RSA,0,0,2,0,0,0,0,0,1,0,0,1,0,0,0,0
277,277,2010-06-22,FRA,RSA,Away,9,83,RSA,0,1,7,1,1,0,0,0,0,0,0,0,1,0,0,0
278,278,2010-06-22,NGA,KOR,tie,21,47,RSA,0,0,0,-1,0,0,1,0,0,0,0,0,0,1,0,0
279,279,2010-06-22,GRE,ARG,Away,13,7,RSA,0,0,0,-1,1,0,0,0,0,0,0,1,0,0,0,0
280,280,2010-06-23,SVN,ENG,Away,25,8,RSA,0,0,0,-2,1,0,0,0,0,0,1,0,0,0,0,0
281,281,2010-06-23,USA,ALG,Home,14,30,RSA,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
282,282,2010-06-23,GHA,GER,Away,32,6,RSA,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
283,283,2010-06-23,AUS,SRB,Home,20,15,RSA,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0
284,284,2010-06-24,SVK,ITA,Home,34,5,RSA,0,0,0,4,1,0,0,0,0,0,1,0,0,0,0,0
285,285,2010-06-24,PAR,NZL,tie,31,78,RSA,0,0,0,-1,0,1,0,0,0,0,0,0,0,0,0,1
286,286,2010-06-24,DEN,JPN,Away,36,45,RSA,0,0,0,-1,1,0,0,0,0,0,0,0,0,1,0,0
287,287,2010-06-24,CMR,NED,Away,19,4,RSA,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
288,288,2010-06-25,POR,BRA,tie,3,1,RSA,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
289,289,2010-06-25,PRK,CIV,Away,105,27,RSA,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0
290,290,2010-06-25,CHI,ESP,Away,18,2,RSA,0,0,0,-3,0,1,0,0,0,0,1,0,0,0,0,0
291,291,2010-06-25,SUI,HON,tie,24,38,RSA,0,0,2,2,1,0,0,0,0,0,0,0,0,0,1,0
292,292,2010-06-26,URU,KOR,Home,16,47,RSA,0,0,0,2,0,1,0,0,0,0,0,0,0,1,0,0
293,293,2010-06-26,USA,GHA,Away,14,32,RSA,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
294,294,2010-06-27,GER,ENG,Home,6,8,RSA,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
295,295,2010-06-27,ARG,MEX,Home,7,17,RSA,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
296,296,2010-06-28,NED,SVK,Home,4,34,RSA,0,0,4,0,1,0,0,0,0,0,1,0,0,0,0,0
297,297,2010-06-28,BRA,CHI,Home,1,18,RSA,0,0,-3,0,0,1,0,0,0,0,0,1,0,0,0,0
298,298,2010-06-29,PAR,JPN,tie,31,45,RSA,0,0,0,-1,0,1,0,0,0,0,0,0,0,1,0,0
299,299,2010-06-29,ESP,POR,Home,2,3,RSA,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
300,300,2010-07-02,NED,BRA,Home,4,1,RSA,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
301,301,2010-07-02,URU,GHA,tie,16,32,RSA,0,0,0,2,0,1,0,0,0,0,0,0,1,0,0,0
302,302,2010-07-03,ARG,GER,Away,7,6,RSA,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
303,303,2010-07-03,PAR,ESP,Away,31,2,RSA,0,0,0,-1,0,1,0,0,0,0,1,0,0,0,0,0
304,304,2010-07-06,URU,NED,Away,16,4,RSA,0,0,0,2,0,1,0,0,0,0,1,0,0,0,0,0
305,305,2010-07-07,GER,ESP,Away,6,2,RSA,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
306,306,2010-07-10,URU,GER,Away,16,6,RSA,0,0,0,2,0,1,0,0,0,0,1,0,0,0,0,0
307,307,2010-07-11,NED,ESP,Away,4,2,RSA,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
308,308,2014-06-12,BRA,CRO,Home,3,18,BRA,1,0,0,2,0,1,0,0,0,0,1,0,0,0,0,0
309,309,2014-06-13,MEX,CMR,Home,20,56,BRA,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
310,310,2014-06-13,ESP,NED,Away,1,15,BRA,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
311,311,2014-06-13,CHI,AUS,Home,14,62,BRA,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0
312,312,2014-06-14,COL,GRE,Home,8,12,BRA,0,0,0,-1,0,1,0,0,0,0,1,0,0,0,0,0
313,313,2014-06-14,URU,CRC,Away,7,28,BRA,0,0,0,-1,0,1,0,0,0,0,0,0,0,0,1,0
314,314,2014-06-14,ENG,ITA,Away,10,9,BRA,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
315,315,2014-06-14,CIV,JPN,Home,23,46,BRA,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
316,316,2014-06-15,SUI,ECU,Home,6,26,BRA,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
317,317,2014-06-15,FRA,HON,Home,17,33,BRA,0,0,2,0,1,0,0,0,0,0,0,0,0,0,1,0
318,318,2014-06-15,ARG,BIH,Home,5,21,BRA,0,0,0,-1,0,1,0,0,0,0,1,0,0,0,0,0
319,319,2014-06-16,GER,POR,Home,2,4,BRA,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
320,320,2014-06-16,IRN,NGA,tie,43,44,BRA,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0
321,321,2014-06-16,GHA,USA,Away,37,13,BRA,0,0,-1,0,0,0,1,0,0,0,0,0,0,0,1,0
322,322,2014-06-17,BEL,ALG,Home,11,22,BRA,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
323,323,2014-06-17,BRA,MEX,tie,3,20,BRA,1,0,0,2,0,1,0,0,0,0,0,0,0,0,1,0
324,324,2014-06-17,RUS,KOR,tie,19,57,BRA,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
325,325,2014-06-18,AUS,NED,Away,62,15,BRA,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
326,326,2014-06-18,ESP,CHI,Away,1,14,BRA,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
327,327,2014-06-18,CMR,CRO,Away,56,18,BRA,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
328,328,2014-06-19,COL,CIV,Home,8,23,BRA,0,0,0,-1,0,1,0,0,0,0,0,0,1,0,0,0
329,329,2014-06-19,URU,ENG,Home,7,10,BRA,0,0,0,-1,0,1,0,0,0,0,1,0,0,0,0,0
330,330,2014-06-19,JPN,GRE,tie,46,12,BRA,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
331,331,2014-06-20,ITA,CRC,Away,9,28,BRA,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
332,332,2014-06-20,SUI,FRA,Away,6,17,BRA,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
333,333,2014-06-20,HON,ECU,Away,33,26,BRA,0,0,0,2,0,0,0,0,1,0,0,1,0,0,0,0
334,334,2014-06-21,ARG,IRN,Home,5,43,BRA,0,0,0,-1,0,1,0,0,0,0,0,0,0,1,0,0
335,335,2014-06-21,GER,GHA,tie,2,37,BRA,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
336,336,2014-06-21,NGA,BIH,Home,44,21,BRA,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0
337,337,2014-06-22,BEL,RUS,Home,11,19,BRA,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
338,338,2014-06-22,KOR,ALG,Away,57,22,BRA,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0
339,339,2014-06-22,USA,POR,tie,13,4,BRA,0,0,0,-1,0,0,0,0,1,0,1,0,0,0,0,0
340,340,2014-06-23,AUS,ESP,Away,62,1,BRA,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
341,341,2014-06-23,NED,CHI,Home,15,14,BRA,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
342,342,2014-06-23,CMR,BRA,Away,56,3,BRA,0,1,2,0,0,0,1,0,0,0,0,1,0,0,0,0
343,343,2014-06-23,CRO,MEX,Away,18,20,BRA,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
344,344,2014-06-24,ITA,URU,Away,9,7,BRA,0,0,-1,0,1,0,0,0,0,0,0,1,0,0,0,0
345,345,2014-06-24,CRC,ENG,tie,28,10,BRA,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
346,346,2014-06-24,JPN,COL,Away,46,8,BRA,0,0,-1,0,0,0,0,1,0,0,0,1,0,0,0,0
347,347,2014-06-24,GRE,CIV,Home,12,23,BRA,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
348,348,2014-06-25,NGA,ARG,Away,44,5,BRA,0,0,-1,1,0,0,1,0,0,0,0,1,0,0,0,0
349,349,2014-06-25,BIH,IRN,Home,21,43,BRA,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
350,350,2014-06-25,HON,SUI,Away,33,6,BRA,0,0,0,2,0,0,0,0,1,0,1,0,0,0,0,0
351,351,2014-06-25,ECU,FRA,tie,26,17,BRA,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
352,352,2014-06-26,USA,GER,Away,13,2,BRA,0,0,0,-1,0,0,0,0,1,0,1,0,0,0,0,0
353,353,2014-06-26,POR,GHA,Home,4,37,BRA,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
354,354,2014-06-26,KOR,BEL,Away,57,11,BRA,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0
355,355,2014-06-26,ALG,RUS,tie,22,19,BRA,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
356,356,2014-06-28,BRA,CHI,tie,3,14,BRA,1,0,1,2,0,1,0,0,0,0,0,1,0,0,0,0
357,357,2014-06-28,COL,URU,Home,8,7,BRA,0,0,-1,-1,0,1,0,0,0,0,0,1,0,0,0,0
358,358,2014-06-30,FRA,NGA,Home,17,44,BRA,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0
359,359,2014-06-30,GER,ALG,Home,2,22,BRA,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
360,360,2014-07-04,BRA,COL,Home,3,8,BRA,1,0,-1,2,0,1,0,0,0,0,0,1,0,0,0,0
361,361,2014-07-04,FRA,GER,Away,17,2,BRA,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
362,362,2014-07-08,BRA,GER,Away,3,2,BRA,1,0,0,2,0,1,0,0,0,0,1,0,0,0,0,0
363,363,2014-07-12,BRA,NED,Away,3,15,BRA,1,0,0,2,0,1,0,0,0,0,1,0,0,0,0,0
364,364,2014-07-13,GER,ARG,Home,2,5,BRA,0,0,-1,0,1,0,0,0,0,0,0,1,0,0,0,0
365,365,2014-07-09,NED,ARG,tie,15,5,BRA,0,0,-1,0,1,0,0,0,0,0,0,1,0,0,0,0
366,366,2014-07-05,NED,CRC,tie,15,28,BRA,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
367,367,2014-07-05,ARG,BEL,Home,5,11,BRA,0,0,0,-1,0,1,0,0,0,0,1,0,0,0,0,0
368,368,2014-06-29,NED,MEX,Home,15,20,BRA,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
369,369,2014-06-29,CRC,GRE,tie,28,12,BRA,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
370,370,2014-07-01,ARG,SUI,Home,5,6,BRA,0,0,0,-1,0,1,0,0,0,0,1,0,0,0,0,0
371,371,2014-07-01,BEL,USA,Home,11,13,BRA,0,0,-1,0,1,0,0,0,0,0,0,0,0,0,1,0
372,372,2014-06-28,BRA,CHI,tie,3,14,BRA,1,0,1,2,0,1,0,0,0,0,0,1,0,0,0,0
373,373,2014-06-28,COL,URU,Home,8,7,BRA,0,0,-1,-1,0,1,0,0,0,0,0,1,0,0,0,0
374,374,2014-06-29,NED,MEX,Home,15,20,BRA,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
375,375,2014-06-29,CRC,GRE,tie,28,12,BRA,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
376,376,2014-06-30,FRA,NGA,Home,17,44,BRA,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0
377,377,2014-06-30,GER,ALG,Home,2,22,BRA,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
378,378,2014-07-01,ARG,SUI,Home,5,6,BRA,0,0,0,-1,0,1,0,0,0,0,1,0,0,0,0,0
379,379,2014-07-01,BEL,USA,Home,11,13,BRA,0,0,-1,0,1,0,0,0,0,0,0,0,0,0,1,0
380,380,2014-07-04,FRA,GER,Away,17,2,BRA,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
381,381,2014-07-04,BRA,COL,Home,3,8,BRA,1,0,-1,2,0,1,0,0,0,0,0,1,0,0,0,0
382,382,2014-07-05,ARG,BEL,Home,5,11,BRA,0,0,0,-1,0,1,0,0,0,0,1,0,0,0,0,0
383,383,2014-07-05,NED,CRC,tie,15,28,BRA,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
384,384,2014-07-08,BRA,GER,Away,3,2,BRA,1,0,0,2,0,1,0,0,0,0,1,0,0,0,0,0
385,385,2014-07-09,NED,ARG,tie,15,5,BRA,0,0,-1,0,1,0,0,0,0,0,0,1,0,0,0,0
386,386,2014-07-12,BRA,NED,Away,3,15,BRA,1,0,0,2,0,1,0,0,0,0,1,0,0,0,0,0
387,387,2014-07-13,GER,ARG,Home,2,5,BRA,0,0,-1,0,1,0,0,0,0,0,0,1,0,0,0,0
